placa,distance_per_engine_hour,idle_time_ratio,speed_efficiency,after_hours_efficiency,harsh_driving_penalty,operational_efficiency_score,total_distance,total_engine_hours
A-05503-A,10.467343,0.0,1.0,1.0,1.0,0.641869372,10.467343,1
A-05503-A,31.706526,0.0,1.0,1.0,1.0,0.726826104,31.706526,1
A-05503-A,11.189928,0.0,1.0,1.0,1.0,0.644759712,11.189928,1
A-05503-A,11.183775,0.0,1.0,1.0,1.0,0.6447351,11.183775,1
A-05503-A,87.3290485,0.0,1.0,1.0,1.0,0.8,87.3290485,1
A-05503-A,9.780591,0.0,1.0,1.0,1.0,0.639122364,9.780591,1
A-05503-A,87.443263462,0.0,1.0,1.0,1.0,0.8,87.443263462,1
A-05503-A,48.195663,0.0,1.0,1.0,1.0,0.792782652,48.195663,1
A-05503-A,11.162028,0.0,1.0,1.0,1.0,0.6446481119999999,11.162028,1
A-05503-A,26.66238,0.0,1.0,1.0,1.0,0.70664952,26.66238,1
A-05503-A,26.661034,0.0,1.0,1.0,1.0,0.706644136,26.661034,1
A-05503-A,105.28469,0.0,1.0,1.0,1.0,0.8,105.28469,1
A-05503-A,37.860033,0.0,1.0,1.0,1.0,0.751440132,37.860033,1
A-05503-A,30.201141,0.0,1.0,1.0,1.0,0.720804564,30.201141,1
A-05503-A,10.461303,0.0,1.0,1.0,1.0,0.641845212,10.461303,1
A-05503-A,41.516163,0.0,1.0,1.0,1.0,0.7660646520000001,41.516163,1
A-05503-A,49.324455,0.0,1.0,1.0,1.0,0.79729782,49.324455,1
A-05503-A,12.2715841,0.0,1.0,1.0,1.0,0.6490863364,12.2715841,1
A-05503-A,11.109008,0.0,1.0,1.0,1.0,0.644436032,11.109008,1
